nohup: ignoring input
INFO:     Started server process [3439032]
INFO:     Waiting for application startup.
INFO:     Application startup complete.
INFO:     Uvicorn running on http://0.0.0.0:8000 (Press CTRL+C to quit)
[TOKEN_SERVICE] Registered token 68f1d394-44d7-48da-9692-e15ac0983b54: action=squid, type=summon_entity, entity=squid, item=None
INFO:     10.0.0.194:51825 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:51826 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:51827 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:63119 - "GET /api/tokens/nearby?lat=40.075822&lon=-105.300770&limit=10 HTTP/1.1" 200 OK
INFO:     10.0.0.194:63120 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:63121 - "GET /api/tokens/nearby?lat=40.075794&lon=-105.300826&limit=10 HTTP/1.1" 200 OK
INFO:     10.0.0.194:63122 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:63123 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:63124 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:63125 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:63126 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:63127 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:63128 - "GET /api/tokens/nearby?lat=40.075799&lon=-105.300778&limit=10 HTTP/1.1" 200 OK
INFO:     10.0.0.194:63129 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:63130 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:63131 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:63132 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:63684 - "GET /api/tokens/nearby?lat=40.075818&lon=-105.300824&limit=10 HTTP/1.1" 200 OK
INFO:     10.0.0.194:63685 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:63686 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:49517 - "GET /api/tokens/nearby?lat=40.075814&lon=-105.300809&limit=10 HTTP/1.1" 200 OK
INFO:     10.0.0.194:49518 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:62136 - "GET /api/tokens/nearby?lat=40.075817&lon=-105.300799&limit=10 HTTP/1.1" 200 OK
INFO:     10.0.0.194:62137 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:62138 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:54025 - "GET /api/tokens/nearby?lat=40.075799&lon=-105.300776&limit=10 HTTP/1.1" 200 OK
INFO:     10.0.0.194:65069 - "GET /api/tokens/nearby?lat=40.075814&lon=-105.300788&limit=10 HTTP/1.1" 200 OK
INFO:     10.0.0.194:65435 - "GET /api/tokens/nearby?lat=40.075807&lon=-105.300797&limit=10 HTTP/1.1" 200 OK
INFO:     10.0.0.194:65436 - "GET /api/tokens/nearby?lat=40.075802&lon=-105.300824&limit=10 HTTP/1.1" 200 OK
INFO:     10.0.0.194:65437 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:65438 - "GET /api/tokens/nearby?lat=40.075806&lon=-105.300785&limit=10 HTTP/1.1" 200 OK
INFO:     10.0.0.194:65439 - "POST /summon HTTP/1.1" 200 OK
INFO:     10.0.0.194:65440 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:65441 - "GET /api/tokens/nearby?lat=40.075823&lon=-105.300774&limit=10 HTTP/1.1" 200 OK
INFO:     10.0.0.194:65442 - "POST /summon HTTP/1.1" 200 OK
INFO:     10.0.0.194:65443 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:65444 - "GET /api/tokens/nearby?lat=40.075821&lon=-105.300777&limit=10 HTTP/1.1" 200 OK
INFO:     10.0.0.194:65097 - "POST /summon HTTP/1.1" 200 OK
INFO:     10.0.0.194:65098 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:65099 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:65100 - "GET /api/tokens/nearby?lat=40.075842&lon=-105.300806&limit=10 HTTP/1.1" 200 OK
INFO:     10.0.0.194:65101 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:65102 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:65103 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:65104 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:65105 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:65106 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:65107 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:65108 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:65109 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:58490 - "GET /api/tokens/nearby?lat=40.075830&lon=-105.300833&limit=10 HTTP/1.1" 200 OK
INFO:     10.0.0.194:58491 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:58492 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:58493 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:58494 - "GET /api/tokens/nearby?lat=40.075828&lon=-105.300826&limit=10 HTTP/1.1" 200 OK
INFO:     10.0.0.194:58495 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:58496 - "GET /api/tokens/nearby?lat=40.075850&lon=-105.300832&limit=10 HTTP/1.1" 200 OK
INFO:     10.0.0.194:58497 - "GET /api/tokens/nearby?lat=40.075849&lon=-105.300817&limit=10 HTTP/1.1" 200 OK
INFO:     10.0.0.194:58498 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:58499 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:58500 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:58501 - "GET /api/tokens/nearby?lat=40.075829&lon=-105.300843&limit=10 HTTP/1.1" 200 OK
INFO:     10.0.0.194:58502 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:58503 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:58504 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:58505 - "GET /api/tokens/nearby?lat=40.075838&lon=-105.300813&limit=10 HTTP/1.1" 200 OK
INFO:     10.0.0.194:58506 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:59865 - "GET /api/tokens/nearby?lat=40.075855&lon=-105.300841&limit=10 HTTP/1.1" 200 OK
INFO:     10.0.0.194:59866 - "GET /api/tokens/nearby?lat=40.075856&lon=-105.300830&limit=10 HTTP/1.1" 200 OK
INFO:     10.0.0.194:59867 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:59868 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:59869 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:59870 - "GET /api/tokens/nearby?lat=40.075843&lon=-105.300859&limit=10 HTTP/1.1" 200 OK
INFO:     10.0.0.194:59871 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:59872 - "GET /api/tokens/nearby?lat=40.075846&lon=-105.300850&limit=10 HTTP/1.1" 200 OK
INFO:     10.0.0.194:59873 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:50233 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:50234 - "GET /api/tokens/nearby?lat=40.075840&lon=-105.300838&limit=10 HTTP/1.1" 200 OK
INFO:     10.0.0.194:50235 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:50236 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:50237 - "GET /api/tokens/nearby?lat=40.075837&lon=-105.300817&limit=10 HTTP/1.1" 200 OK
INFO:     10.0.0.194:50238 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:60839 - "GET /api/tokens/nearby?lat=40.075827&lon=-105.300802&limit=10 HTTP/1.1" 200 OK
INFO:     10.0.0.194:60840 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:60841 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:60842 - "GET /api/tokens/nearby?lat=40.075838&lon=-105.300822&limit=10 HTTP/1.1" 200 OK
INFO:     10.0.0.194:60843 - "GET /api/tokens/nearby?lat=40.075833&lon=-105.300821&limit=10 HTTP/1.1" 200 OK
INFO:     10.0.0.194:60844 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:60845 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:60846 - "GET /api/tokens/nearby?lat=40.075833&lon=-105.300843&limit=10 HTTP/1.1" 200 OK
INFO:     10.0.0.194:50878 - "GET /api/tokens/nearby?lat=40.075817&lon=-105.300814&limit=10 HTTP/1.1" 200 OK
INFO:     10.0.0.194:50879 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:50880 - "GET /api/tokens/nearby?lat=40.075808&lon=-105.300803&limit=10 HTTP/1.1" 200 OK
INFO:     10.0.0.194:50881 - "GET /api/tokens/nearby?lat=40.075815&lon=-105.300803&limit=10 HTTP/1.1" 200 OK
INFO:     10.0.0.194:50882 - "GET /api/tokens/nearby?lat=40.075832&lon=-105.300795&limit=10 HTTP/1.1" 200 OK
INFO:     10.0.0.194:50883 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:50884 - "GET /api/tokens/nearby?lat=40.075822&lon=-105.300788&limit=10 HTTP/1.1" 200 OK
INFO:     10.0.0.194:50885 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:50886 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:60615 - "POST /summon HTTP/1.1" 200 OK
INFO:     10.0.0.194:60616 - "GET /api/tokens/nearby?lat=40.075802&lon=-105.300802&limit=10 HTTP/1.1" 200 OK
INFO:     10.0.0.194:60617 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:60618 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:60619 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:60620 - "GET /api/tokens/nearby?lat=40.075816&lon=-105.300865&limit=10 HTTP/1.1" 200 OK
INFO:     10.0.0.194:60621 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:59293 - "GET /api/tokens/nearby?lat=40.075824&lon=-105.300847&limit=10 HTTP/1.1" 200 OK
INFO:     10.0.0.194:59294 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:59295 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:59296 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:65077 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:65078 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:65079 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:49830 - "GET /api/tokens/nearby?lat=40.075795&lon=-105.300810&limit=10 HTTP/1.1" 200 OK
INFO:     10.0.0.194:49831 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:49832 - "GET /api/tokens/nearby?lat=40.075783&lon=-105.300818&limit=10 HTTP/1.1" 200 OK
INFO:     10.0.0.194:49833 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:49834 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:52081 - "GET /api/tokens/nearby?lat=40.075782&lon=-105.300751&limit=10 HTTP/1.1" 200 OK
INFO:     10.0.0.194:52082 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:52083 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:52084 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:52085 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:52086 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:52087 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:52088 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:52089 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:52090 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:61493 - "POST /summon HTTP/1.1" 200 OK
INFO:     10.0.0.194:61494 - "GET /api/tokens/nearby?lat=40.075810&lon=-105.300831&limit=10 HTTP/1.1" 200 OK
INFO:     10.0.0.194:61495 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:61496 - "GET /api/tokens/nearby?lat=40.075814&lon=-105.300842&limit=10 HTTP/1.1" 200 OK
INFO:     10.0.0.194:61497 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:61498 - "POST /summon HTTP/1.1" 200 OK
INFO:     10.0.0.194:61499 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:61500 - "POST /api/device/location HTTP/1.1" 200 OK
INFO:     10.0.0.194:61501 - "POST /api/device/location HTTP/1.1" 200 OK
